id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
172978,"Nghị quyết số 111/2024/NQ-HĐND Bãi bỏ Nghị quyết số 78/2024/NQ-HĐND ngày 10 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Gia Lai quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế nhưng không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Gia Lai quản lý",111/2024/NQ-HĐND,11/12/2024,Nghị quyết,21/12/2024,,Văn phòng Đoàn đại biểu Quốc hội và Hội đồng nhân dân tỉnh,,,Chưa phân loại,HĐND Tỉnh Gia Lai,Chủ tịch,Hồ Văn Niên,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
157778,Nghị quyết số 105/2022/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho nhóm đối tượng trên địa bàn tỉnh Nam Định,105/2022/NQ-HĐND,09/12/2022,Nghị quyết,01/01/2023,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND tỉnh Nam Định,Chủ tịch,Lê Quốc Chỉnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
177421,"Nghị quyết số 05/2025/NQ-HĐND Bãi bỏ Nghị quyết số 54/2019/NQ-HĐND ngày 13/12/2019 của Hội đồng nhân dân tỉnh Bình Định quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Bình Định",05/2025/NQ-HĐND,28/04/2025,Nghị quyết,08/05/2025,,Văn phòng HĐND tỉnh,,,Chưa phân loại,HĐND tỉnh Bình Định,Chủ tịch,Hồ Quốc Dũng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
128759,"Quyết định số 02/2018/QĐ-UBND Bãi bỏ các quy định về thực hiện mức hỗ trợ đóng bảo hiểm xã hội tự nguyện, bảo hiểm y tế cho cán bộ không chuyên trách xã, phường, thị trấn trên địa bàn tỉnh Quảng Nam theo Quyết định số 02/2010/QĐ-UBND ngày 19/01/2010 của UBND tỉnh Quảng Nam",02/2018/QĐ-UBND,31/01/2018,Quyết định,15/02/2018,,Bản chính văn bản,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND tỉnh Quảng Nam,Chủ tịch,Đinh Văn Thu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173176,"Nghị quyết số 68/2024/NQ-HĐND Quy định giá dịch vụ khám bệnh, chữa bệnh thuộc danh mục thanh toán của Quỹ bảo hiểm y tế, giá dịch vụ khám bệnh, chữa bệnh do ngân sách nhà nước thanh toán và giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục thanh toán của Quỹ bảo hiểm y tế mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu tại các cơ sở khám bệnh, chữa bệnh công lập thuộc thành phố Đà Nẵng",68/2024/NQ-HĐND,13/12/2024,Nghị quyết,01/01/2025,,,,"Y tế, Tài chính",Chưa phân loại,HĐND thành phố Đà Nẵng,Chủ tịch,Ngô Xuân Thắng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
181847,"Nghị định số 233/2025/NĐ-CP Quy định cơ chế tài chính về bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế; chi tổ chức và hoạt động bảo hiểm xã hội, bảo hiểm thất nghiệp, bảo hiểm y tế",233/2025/NĐ-CP,26/08/2025,Nghị định,26/08/2025,,,,"Tài chính, Bảo Hiểm","Bảo hiểm xã hội, Bảo hiểm y tế",Chính phủ,Phó Thủ tướng,Hồ Đức Phớc,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
168803,Nghị quyết số 15/2024/NQ-HĐND Quy định chính sách hỗ trợ kinh phí đóng bảo hiểm y tế; chi phí cùng chi trả đối với thuốc kháng HIV cho người nhiễm HIV/AIDS có thẻ bảo hiểm y tế trên địa bàn tỉnh Nghệ An,15/2024/NQ-HĐND,11/07/2024,Nghị quyết,21/07/2024,,,,,Chưa phân loại,HĐND Tỉnh Nghệ An,Chủ tịch,Thái Thanh Quý,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185924,"Nghị quyết số 50/2025/NQ-HĐND Sửa đổi, bổ sung một số điều của Nghị quyết số 28/2024/NQ-HĐND ngày 31 tháng 12 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh do quỹ bảo hiểm y tế thanh toán; giá dịch vụ khám bệnh, chữa bệnh do ngân sách nhà nước thanh toán; giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Lạng Sơn quản lý",50/2025/NQ-HĐND,30/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Lạng Sơn,Chủ tịch,Đoàn Thị Hậu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
102592,Quyết định số 45/2012/QĐ-UBND Ban hành Đề án Hỗ trợ kinh phí mua thẻ bảo hiểm y tế cho hộ gia đình cận nghèo trên địa bàn tỉnh Ninh Thuận giai đoạn 2012 - 2015,45/2012/QĐ-UBND,17/08/2012,Quyết định,27/08/2012,,,,,Chưa phân loại,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Võ Đại,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184559,Nghị quyết số 64/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn tỉnh Phú Thọ giao đoạn 2026-2030,64/2025/NQ-HĐND,25/11/2025,Nghị quyết,01/01/2026,,Hệ điều hành văn bản của tỉnh,,Y tế,,HĐND Tỉnh Phú Thọ,Chủ tịch,Bùi Đức Hinh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184589,"Nghị quyết số 68/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho các đối tượng cao hơn mức hỗ trợ tối thiểu; đối tượng được hỗ trợ và mức hỗ trợ cùng chi trả chi phí khám bệnh, chữa bệnh bảo hiểm y tế cho người tham gia bảo hiểm y tế khi đi khám bệnh, chữa bệnh trên địa bàn tỉnh Lâm Đồng",68/2025/NQ-HĐND,10/12/2025,Nghị quyết,01/01/2026,,Văn bản gốc,,An ninh quốc gia,Bảo vệ bí mật nhà nước,HĐND Tỉnh Lâm Đồng,Chủ tịch,Lưu Văn Trung,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
185356,Nghị quyết số '26/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng trên địa bàn thành phố Cần Thơ,'26/2025/NQ-HĐND,10/12/2025,Nghị quyết,10/12/2025,,Bản gốc văn bản,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Thành phố Cần Thơ,Chủ tịch,Đồng Văn Thanh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
88622,"Quyết định 3651/QĐ-UBND ban hành Kế hoạch Chương trình hành động 32-CTrHĐ/TU thực hiện Nghị quyết 21-NQ/TW về tăng cường sự lãnh đạo của Đảng đối với công tác bảo hiểm xã hội, bảo hiểm y tế giai đoạn 2012 - 2020 do thành phố Hồ Chí Minh ban hành",3651/QĐ-UBND,05/07/2013,Quyết định,05/07/2013,,Số 30,15/07/2013,,Chưa phân loại,UBND Thành phố Hồ Chí Minh,Phó Chủ tịch,Hứa Ngọc Thuận,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
96394,"Nghị quyết số 42/2014/NQ-HDND Về việc phê duyệt chế độ hỗ trợ bảo hiểm xã hội tự nguyện, bảo hiểm y tế cho công an viên và thôn, ấp, khu đội trưởng được bố trí ở thôn, ấp, khu phố trên địa bàn tỉnh Bà Rịa - Vũng Tàu",42/2014/NQ-HDND,18/12/2014,Nghị quyết,28/12/2014,,Công báo số 89,22/12/2014,Bảo Hiểm,Chưa phân loại,HĐND tỉnh Bà Rịa - Vũng Tàu,Chủ tịch,Nguyễn Hồng Lĩnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
56648,Chỉ thị số 14/CT-UB Về việc triển khai bảo hiểm y tế tự nguyện,14/CT-UB,06/07/2004,Chỉ thị,06/07/2004,,,,Y tế,Bảo hiểm y tế,UBND thành phố Đà Nẵng,Chủ tịch,Huỳnh Năm,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
22796,Quyết định số 20/2002/QĐ-TTg Về việc chuyển Bảo hiểm Y tế Việt Nam sang Bảo hiểm Xã hội Việt Nam.,20/2002/QĐ-TTg,24/01/2002,Quyết định,24/01/2002,,"Công báo số 9+10, năm 2002",08/03/2002,Bảo Hiểm,Chưa phân loại,Thủ tướng Chính phủ,Thủ tướng,Phan Văn Khải,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
152410,"Nghị quyết số 16/2021/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế từ ngân sách địa phương đối với người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp có mức sống trung bình và học sinh, sinh viên trên địa bàn tỉnh Kiên Giang",16/2021/NQ-HĐND,13/12/2021,Nghị quyết,23/12/2021,,Công báo tỉnh Kiên Giang,,,Chưa phân loại,HĐND tỉnh Kiên Giang,Chủ tịch,Mai Văn Huỳnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
181625,"Nghị quyết số 09/2025/NQ-HĐND Về việc sửa đổi khoản 1 Điều 1 Nghị quyết số 13/2023/NQ-HĐND ngày 14 tháng 12 năm 2023 của Hội đồng nhân dân tỉnh quy định mức hỗ trợ đóng bảo hiểm y tế cho đối tượng hộ cận nghèo trên địa bàn tỉnh Thanh Hóa, giai đoạn 2024 - 2025",09/2025/NQ-HĐND,24/06/2025,Nghị quyết,01/07/2025,,,,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Chủ tịch,Lại Thế Nguyên,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
172810,"Nghị quyết số 26/2024/NQ-HĐND bãi bỏ Nghị quyết số 02/2024/NQ-HĐND ngày 26/02/2024 của HĐND tỉnh Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Trà Vinh",26/2024/NQ-HĐND,09/12/2024,Nghị quyết,01/01/2025,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND tỉnh Trà Vinh,Chủ tịch,Kim Ngọc Thái,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
5326,Quyết định số 449/1997/QĐ-UB Về việc ban hành bản quy chế làm việc của Hội đồng quản trị Bảo hiểm y tế tỉnh.,449/1997/QĐ-UB,09/04/1997,Quyết định,09/04/1997,,STP tỉnh Phú Thọ;,,,Chưa phân loại,UBND Tỉnh Phú Thọ,Phó Chủ tịch,Trần Nho,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
179585,"Thông tư số 22/2021/TT-BYT của Bộ Y tế về quy định ngưng hiệu lực Thông tư 04/2021/TT-BYT ngày 29/4/2021 của Bộ trưởng Bộ Y tế hướng dẫn thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo định suất",22/2021/TT-BYT,01/12/2021,Thông tư,01/12/2021,,,,Y tế,Kế hoạch tài chính,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
142685,"Quyết định số 25/2020/QĐ-UBND Về việc bãi bỏ Quyết định số 51/2017/QĐ-UBND ngày 21 tháng 12 năm 2017 của Ủy ban nhân dân tỉnh Tây Ninh về việc quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Qũy bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Tây Ninh",25/2020/QĐ-UBND,22/06/2020,Quyết định,02/07/2020,,Bản chính Quyết định số 25/2020/QĐ-UBND,,Y tế,Môi trường y tế,UBND Tỉnh Tây Ninh,Phó Chủ tịch,Trần Văn Chiến,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
153608,"Nghị quyết số 11/2022/NQ-HĐND Quy định giá dịch vụ xét nghiệm SARS-CoV-2 trong trường hợp không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế tại các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Bình",11/2022/NQ-HĐND,30/03/2022,Nghị quyết,30/03/2022,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Trần Hồng Quảng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
126175,"Quyết định số 23/2017/QĐ-UBND Triển khai thực hiện Nghị quyết số 08/2017/NQ-HĐND Ngày 14 tháng 7 năm 2017 của Hội đồng nhân dân tỉnh Bạc Liêu về việc quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Bạc Liêu",23/2017/QĐ-UBND,17/11/2017,Quyết định,04/12/2017,,Văn bản gốc,,,Chưa phân loại,UBND tỉnh Bạc Liêu,Chủ tịch,Dương Thành Trung,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
130006,Nghị quyết số 154/2018/NQ-HĐND Quy định mức hỗ trợ và nguồn kinh phí đóng bảo hiểm y tế cho Tổ phó Tổ dân phố và Phó Trưởng thôn trên địa bàn thành phố Đà Nẵng,154/2018/NQ-HĐND,12/07/2018,Nghị quyết,01/08/2018,,,,Tài chính,Chưa phân loại,HĐND thành phố Đà Nẵng,Chủ tịch,Nguyễn Nho Trung,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
36f5c720-453b-11f1-acd6-db04b8fc4659,"Thông tư 06/2026/TT-BYT QUY ĐỊNH VỀ MÃ HÓA BỆNH TẬT, NGUYÊN NHÂN TỬ VONG THEO ICD-10",06/2026/TT-BYT,02/04/2026,Thông tư,01/07/2026,,,,Y tế,"Khám chữa bệnh, Bảo hiểm y tế",Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
167234,"Nghị quyết số 05/2024/NQ-HĐND Sửa đổi khoản 1 Điều 1 Nghị quyết số 19/2022/NQ-HĐND ngày 09 tháng 12 năm 2022 của Hội đồng nhân dân tỉnh quy định mức hỗ trợ đóng bảo hiểm y tế cho người có uy tín trong đồng bào dân tộc thiểu số không thuộc đối tượng đã được ngân sách nhà nước đóng và hỗ trợ mức đóng bảo hiểm y tế trên địa bàn tỉnh Trà Vinh, giai đoạn 2023 - 2025",05/2024/NQ-HĐND,26/02/2024,Nghị quyết,26/02/2024,,,,,Chưa phân loại,HĐND tỉnh Trà Vinh,Chủ tịch,Kim Ngọc Thái,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
159070,"Nghị quyết số 34/2022/NQ-HĐND Quy định việc hỗ trợ đóng bảo hiểm xã hội và bảo hiểm y tế cho ấp (khu) đội trưởng, người hoạt động không chuyên trách ở ấp, khu phố và người trực tiếp tham gia công việc ở ấp, khu phố trên địa bàn tỉnh Kiên Giang",34/2022/NQ-HĐND,29/12/2022,Nghị quyết,09/01/2023,,Công báo tỉnh Kiên Giang,09/01/2023,,Chưa phân loại,HĐND tỉnh Kiên Giang,Chủ tịch,Mai Văn Huỳnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
48905,"Quyết định số 37/2014/QĐ-UBND Ban hành Quy chế phối hợp trong công tác thực hiện pháp luật về bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp trên địa bàn tỉnh Hà Nam",37/2014/QĐ-UBND,03/09/2014,Quyết định,13/09/2014,,,,Bảo Hiểm,Chưa phân loại,UBND tỉnh Hà Nam,Phó Chủ tịch,Trần Hồng Nga,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
127243,"Quyết định số 52/2017/QĐ-UBND Sửa đổi, bổ sung Quyết định số 52/2016/QĐ-UBND ngày 21/12/2016 của UBND tỉnh về việc hỗ trợ kinh phí đóng bảo hiểm y tế giai đoạn 2017-2020",52/2017/QĐ-UBND,19/12/2017,Quyết định,01/01/2018,,,,,Chưa phân loại,UBND tỉnh Hà Nam,Chủ tịch,Nguyễn Xuân Đông,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
100729,"Quyết định số 2583/2014/QĐ-UBND Về việc ban hành Quy chế phối hợp công tác thực hiện pháp luật về bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",2583/2014/QĐ-UBND,25/11/2014,Quyết định,05/12/2014,,,,Bảo Hiểm,Chưa phân loại,UBND Thành phố Hải Phòng,Chủ tịch,Dương Anh Điền,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
51860,Quyết định số 1219/QĐ-UBND Về việc ban hành quy trình cấp thẻ bảo hiểm y tế cho người nghèo,1219/QĐ-UBND,17/06/2009,Quyết định,17/06/2009,,Công báo số 18 năm 2009,05/07/2009,,Chưa phân loại,UBND tỉnh Thừa Thiên Huế,Phó Chủ tịch,Ngô Hòa,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
132733,"Nghị quyết số 35/2018/NQ-HĐND về thực hiện chế độ lương và hỗ trợ bảo hiểm xã hội, bảo hiểm y tế , bảo hiểm thất nghiệp đối với lao động hợp đồng vị trí nấu ăn trong các trường mầm non công lập tỉnh Quảng trị",35/2018/NQ-HĐND,08/12/2018,Nghị quyết,18/12/2018,,Cổng thông tin điện tử tỉnh Quảng trị,,Giáo dục và đào tạo,Giáo dục mầm non,HĐND Tỉnh Quảng Trị,Chủ tịch,Nguyễn Văn Hùng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
54850,"Quyết định số 08/2015/QĐ-TTg Thí điểm về giao dịch điện tử trong việc thực hiện thủ tục tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và đề nghị cấp sổ bảo hiểm xã hội, thẻ bảo hiểm y tế",08/2015/QĐ-TTg,09/03/2015,Quyết định,01/05/2015,,Công báo số 377 + 378,27/03/2015,Bảo Hiểm,Chưa phân loại,Thủ tướng Chính phủ,Thủ tướng,Nguyễn Tấn Dũng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
184970,Nghị quyết số 29/2025/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho một số đối tượng tham gia bảo hiểm y tế trên địa bàn tỉnh Cao Bằng giai đoạn 2026 - 2030,29/2025/NQ-HĐND,11/12/2025,Nghị quyết,01/01/2026,,,,Lao động - Thương binh và Xã hội,"Lao động, tiền lương, tiền công",HĐND Tỉnh Cao Bằng,Chủ tịch,Bế Thanh Tịnh,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
5218a7f0-6c7f-11f1-9c2b-932f5a2f1e38,"Quy định chính sách hỗ trợ bảo hiểm y tế đối với đồng bào dân tộc thiểu số trên địa bàn thành phố Đà Nẵng, giai đoạn 2026 - 2031",51/2026/NQ-HĐND,29/05/2026,Nghị quyết,01/07/2026,01/01/2032,,,Y tế,Bảo hiểm y tế,HĐND thành phố Đà Nẵng,Chủ tịch,Nguyễn Đức Dũng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
156562,Nghị quyết số 13/2022/NQ-HĐND Về việc Quy định giá dịch vụ xét nghiệm SARS-CoV-2 không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế tại các cơ sở y tế của Nhà nước thuộc tỉnh Thừa Thiên Huế,13/2022/NQ-HĐND,14/07/2022,Nghị quyết,24/07/2022,,"Công báo số 33, 34 năm 2022",27/07/2022,Y tế,Chưa phân loại,HĐND tỉnh Thừa Thiên Huế,Chủ tịch,Lê Trường Lưu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
148465,"Thông tư số 04/2021/TT-BYT hướng dẫn thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo định suất",04/2021/TT-BYT,29/04/2021,Thông tư,01/07/2021,,,,Y tế,Bảo hiểm y tế,Bộ Y tế,Thứ trưởng,Trần Văn Thuấn,Trung ương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
109775,Thông tư liên tịch số 01-TT/LB Thông tư hướng dẫn chế độ thu chi quỹ bảo hiểm y tế,01-TT/LB,20/02/1993,Thông tư liên tịch,20/02/1993,,,,Chưa phân loại,Quản lý dịch vụ tài chính và các quỹ tài chính,Bộ Tài chính,,Tào Hữu Phùng,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
49482,"Quyết định số 104/2009/QĐ-UBND Về việc phân công, phân cấp quản lý mua, cấp phát thẻ bảo hiểm y tế cho các đối tượng được Ngân sách Nhà nước đảm bảo trên địa bàn tỉnh Nghệ An",104/2009/QĐ-UBND,18/11/2009,Quyết định,01/01/2010,,Công báo số 30 + 31 năm 2009,04/12/2009,Lao động - Thương binh và Xã hội,Bảo hiểm xã hội bắt buộc và bảo hiểm xã hội tự nguyện,UBND Tỉnh Nghệ An,Phó Chủ tịch,Nguyễn Xuân Đường,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
130135,Nghị quyết số 59/2018/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế từ ngân sách nhà nước cho người thuộc hộ gia đình nghèo đa chiều thiếu hụt các dịch vụ xã hội cơ bản khác (không thiếu hụt Bảo hiểm y tế) trên địa bàn tỉnh,59/2018/NQ-HĐND,20/07/2018,Nghị quyết,31/07/2018,,,,Tài chính,Lĩnh vực giá,HĐND tỉnh Bình Thuận,Chủ tịch,Nguyễn Mạnh Hùng,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
182608,"Thông tư số 86 /2025/TT-BCA Quy định biện pháp thực hiện bảo hiểm y tế đối với công nhân công an, người lao động, học sinh, sinh viên và thân nhân của cán bộ, chiến sĩ, công nhân công an đang công tác, học tập trong Công an nhân dân",86 /2025/TT-BCA,15/09/2025,Thông tư,13/10/2025,,,,,Chưa phân loại,Bộ Công an,Bộ trưởng,Đại tướng Lương Tam Quang,Trung ương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
148676,Nghị quyết số 12/2021/NQ-HĐND Quy định mức hỗ trợ đóng bảo hiểm y tế cho người thuộc hộ nghèo đa chiều thiếu hụt các dịch vụ xã hội cơ bản khác và người thuộc hộ gia đình cận nghèo trên địa bàn tỉnh Lạng Sơn,12/2021/NQ-HĐND,17/07/2021,Nghị quyết,01/08/2021,,Bản chính văn bản,,Y tế,Bảo hiểm y tế,HĐND Tỉnh Lạng Sơn,Chủ tịch,Đoàn Thị Hậu,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174989,Nghị quyết số 01/2025/NQ-HĐND Quy định mức hỗ trợ bảo hiểm y tế cho người dân tộc thiểu số đang sinh sống tại khu vực biên giới trên địa bàn tỉnh Kiên Giang,01/2025/NQ-HĐND,08/01/2025,Nghị quyết,18/01/2025,,Công báo tỉnh Kiên Giang,,Lao động - Thương binh và Xã hội,Chưa phân loại,HĐND tỉnh Kiên Giang,Chủ tịch,Lâm Minh Thành,Địa phương,,Còn hiệu lực,bhyt,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173343,"Nghị quyết số 30/2024/NQ-HĐND Bãi bỏ Nghị quyết số 16/2019/NQ-HĐND ngày 04 tháng 10 năm 2019 của Hội đồng nhân dân tỉnh Hậu Giang quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Hậu Giang",30/2024/NQ-HĐND,10/12/2024,Nghị quyết,01/01/2025,,Bản gốc văn bản,,Y tế,Chưa phân loại,HĐND tỉnh Hậu Giang,Chủ tịch,Trần Văn Huyến,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
