id,title,so_ky_hieu,ngay_ban_hanh,loai_van_ban,ngay_co_hieu_luc,ngay_het_hieu_luc,nguon_thu_thap,ngay_dang_cong_bao,nganh,linh_vuc,co_quan_ban_hanh,chuc_danh,nguoi_ky,pham_vi,thong_tin_ap_dung,tinh_trang_hieu_luc,agent_category,status_checked_at,status_filter
175644,"Nghị quyết số 01/2025/NQ-HĐND bãi bỏ Nghị quyết số 01/2024/NQ-HĐND ngày 31 tháng 01 năm 2024 của HĐND tỉnh Ninh Bình quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ Bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Bình",01/2025/NQ-HĐND,21/01/2025,Nghị quyết,21/01/2025,,,,,Chưa phân loại,HĐND Tỉnh Ninh Bình,Chủ tịch,Mai Văn Tuất,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
144093,"Quyết định số 36/2020/QĐ-UBND Về việc bãi bỏ Quyết định số 24/2017/QĐ-UBND ngày 21/8/2017 của Ủy ban nhân dân tỉnh về việc Quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Lạng Sơn",36/2020/QĐ-UBND,23/09/2020,Quyết định,10/10/2020,,Bản chính văn bản,,Y tế,"Quản lý Khám, chữa bệnh",UBND Tỉnh Lạng Sơn,Chủ tịch,Hồ Tiến Thiệu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
167742,"Nghị quyết số số 11/2024/NQ-HĐND Quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế nhưng không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Quảng Nam",số 11/2024/NQ-HĐND,23/04/2024,Nghị quyết,03/05/2024,,,,,Chưa phân loại,HĐND tỉnh Quảng Nam,Phó Chủ tịch,Trần Xuân Vinh,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174525,"Nghị quyết số 47/2024/NQ-HĐND Bãi bỏ Nghị quyết số 26/2024/NQ-HĐND ngày 23 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Quảng Ngãi quản lý",47/2024/NQ-HĐND,27/12/2024,Nghị quyết,01/01/2025,,văn bản gốc,,,Chưa phân loại,HĐND Tỉnh Quảng Ngãi,Chủ tịch,Bùi Thị Quỳnh Vân,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
155057,"Quyết định số 10/2022/QĐ-UBND Về sửa đổi, bổ sung Quyết định 56/2019/QĐ-UBND ngày 31 tháng 12 năm 2019 của Ủy ban nhân dân tỉnh Hà Nam về quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc địa phương quản lý trên địa bàn tỉnh Hà Nam",10/2022/QĐ-UBND,25/05/2022,Quyết định,10/06/2022,,,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND tỉnh Hà Nam,Phó Chủ tịch,Trần Xuân Dưỡng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173517,"Nghị quyết số 83/2024/NQ-HĐND Bãi bỏ Nghị quyết số 25/2024/NQ-HĐND ngày 17 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Lai Châu Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của nhà nước thuộc tỉnh Lai Châu quản lý",83/2024/NQ-HĐND,09/12/2024,Nghị quyết,01/01/2025,,,,,Chưa phân loại,HĐND Tỉnh Lai Châu,Chủ tịch,Giàng Páo Mỷ,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174274,"Nghị quyết số 41/2024/NQ-HĐND Bãi bỏ Nghị quyết số 26/2024/NQ-HĐND ngày 31 tháng 5 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do Quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Thanh Hóa quản lý",41/2024/NQ-HĐND,14/12/2024,Nghị quyết,01/01/2025,,,,,Chưa phân loại,HĐND Tỉnh Thanh Hóa,Chủ tịch,Lại Thế Nguyên,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
168588,"Nghị quyết số 26/2024/NQ-HĐND Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc danh mục do Quỹ bảo hiểm y tế thanh toán mà không phải là dịch vụ khám bệnh, chữa bệnh theo yêu cầu đối với các cơ sở khám bệnh, chữa bệnh của Nhà nước thuộc tỉnh Thanh Hóa quản lý",26/2024/NQ-HĐND,31/05/2024,Nghị quyết,10/06/2024,,,,Y tế,Bảo hiểm y tế,CT UBND Tỉnh Thanh Hóa,Chủ tịch,Đỗ Trọng Hưng,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
174415,"Nghị quyết số 01/2025/NQ-HĐND Bãi bỏ Nghị quyết số 12/2024/NQ-HĐND ngày 17 tháng 6 năm 2024 của Hội đồng nhân dân tỉnh quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ Bảo hiểm y tế nhưng không phải là đối tượng khám bệnh, chữa bệnh theo yêu cầu tại các cơ sở khám bệnh, chữa bệnh công lập thuộc tỉnh Thừa Thiên Huế",01/2025/NQ-HĐND,07/01/2025,Nghị quyết,17/01/2025,,Công báo số 03 + 04 năm 2025,22/01/2025,Y tế,Chưa phân loại,HĐND Thành phố Huế,Chủ tịch,Lê Trường Lưu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
106897,"Chỉ thị số 11/CT.UBND V/v triển khai Thông tư liên tịch số 37/2015/TTLT-BYT-BTC ngày 29/10/2015 của Liên Bộ Y tế - Bộ Tài chính quy định thống nhất giá dịch vụ khám bệnh, chữa bệnh bảo hiểm y tế giữa các bệnh viện cùng hạng trên toàn quốc",11/CT.UBND,24/02/2016,Chỉ thị,24/02/2016,,Văn bản gốc,,Lao động - Thương binh và Xã hội,Chưa phân loại,UBND Tỉnh Thanh Hóa,Phó Chủ tịch,Phạm Đăng Quyền,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
143848,"Quyết định số 28/2020/QĐ-UBND Quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Thuận.",28/2020/QĐ-UBND,03/08/2020,Quyết định,13/08/2020,,,,,,UBND tỉnh Ninh Thuận,Phó Chủ tịch,Lê Văn Bình,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
173935,"Nghị quyết số 29/2024/NQ-HĐND Bãi bỏ Nghị quyết số 15/2024/NQ-HĐND ngày 11 tháng 7 năm 2024 của Hội đồng nhân dân tỉnh Ninh Thuận quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở khám bệnh, chữa bệnh của Nhà nước trên địa bàn tỉnh Ninh Thuận",29/2024/NQ-HĐND,10/12/2024,Nghị quyết,01/01/2025,,,,Y tế,Chưa phân loại,HĐND tỉnh Ninh Thuận,Chủ tịch,Phạm Văn Hậu,Địa phương,,Còn hiệu lực,"bhyt,vien_phi",2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
45773,"Quyết định số 1169/QĐ-UBND Về giá thu một phần viện phí, lệ phí tại các cơ sở y tế",1169/QĐ-UBND,29/04/2002,Quyết định,29/04/2002,,,,"Y tế, Tài chính","Quản lý thuế, phí, lệ phí và thu khác của ngân sách nhà nước, Khám chữa bệnh",UBND tỉnh Thừa Thiên Huế,Phó Chủ tịch,Đang cập nhật,Địa phương,,Còn hiệu lực,vien_phi,2026-08-04,Còn hiệu lực và không là target của quan hệ Bãi bỏ/Thay thế
